name,website,phone,industry,industries,keywords,estimated_num_employees,city,state,country,postal_code,street_address,founded_year,revenue,linkedin_url,twitter_url,facebook_url,publicly_traded_symbol
"Electronic Industries, Inc.",http://www.electronicindustries.net,+1 651-490-1882,electrical/electronic manufacturing,electrical/electronic manufacturing,"rigid printed circuit boards & quickturn circuit boards, quickturn circuit boards, rigid printed circuit boards, appliances, electrical, & electronics manufacturing, electrical/electronic manufacturing, mechanical or industrial engineering",5,Saint Paul,Minnesota,United States,55127-8503,400 Commerce Ct,1965,21.0M,http://www.linkedin.com/company/electronic-industries-inc.,,,
Niche Electronics,http://www.niche-electronics.com,+1 717-532-6620,electrical/electronic manufacturing,electrical/electronic manufacturing,"appliances, electrical, & electronics manufacturing, telecommunications, environmental responsibility, rf and microwave assembly, electronics manufacturing, prototyping services, industrial sensors, full-scale manufacturing, supply chain management, electronics manufacturing services, electronic design guidance, advanced process controls, wire harness and cable assembly, contract manufacturing, iso 9001/2015, customer-centric approach, high-complexity electronics, supply chain sourcing, product design and prototyping, manufacturing, b2b, military electronics, itar registered, manufacturing process engineering, industrial automation, state-of-the-art equipment, product lifecycle management, distribution, semiconductor and other electronic component manufacturing, services, power electronics, high-tech electronics, circuit board assembly, quality assurance, government, custom electronics manufacturing, electrical/electronic manufacturing, mechanical or industrial engineering, logistics & supply chain",38,Shippensburg,Pennsylvania,United States,17257,201 Dykeman Rd,1997,17M,http://www.linkedin.com/company/niche-electronics,,,
Lutron Electronics Latinoamérica,,,electrical/electronic manufacturing,electrical/electronic manufacturing,"atenuacion, domotica, sensores, control de iluminacion, automatizacion de cortinaspersianas, appliances, electrical, & electronics manufacturing, electrical/electronic manufacturing, mechanical or industrial engineering",21,Coopersburg,Pennsylvania,United States,18036,7200 Suter Rd,1961,,http://www.linkedin.com/company/lutron-electronics-latinoam-rica,,,
VTech Electronics,http://www.vtechkids.com,+1 800-521-2010,electrical/electronic manufacturing,electrical/electronic manufacturing,"computers & electronics manufacturing, electrical/electronic manufacturing, mechanical or industrial engineering",130,Arlington Heights,Illinois,United States,60004,1156 W Shure Dr,1976,2.1B,http://www.linkedin.com/company/vtech-electronics,https://twitter.com/vtechtoys,,
Cree Lighting,,+1 262-886-1900,electrical/electronic manufacturing,electrical/electronic manufacturing,"appliances, electrical, & electronics manufacturing, electrical/electronic manufacturing, mechanical or industrial engineering",340,Racine,Wisconsin,United States,53406-3750,9201 Washington Ave,1987,56M,http://www.linkedin.com/company/creelighting,https://twitter.com/CreeLighting,https://facebook.com/CreeLighting/,
"Inovar, Inc.",,+1 435-792-4949,electrical/electronic manufacturing,"electrical/electronic manufacturing, mechanical or industrial engineering","contract manufacturing, appliances, electrical, & electronics manufacturing, mechanical or industrial engineering, electrical/electronic manufacturing",160,Logan,Utah,United States,84341,750 E 1200 N,,,http://www.linkedin.com/company/inovar,,,
Mouser Electronics,http://www.mouser.com,+1 800-346-6873,electrical/electronic manufacturing,electrical/electronic manufacturing,"newest technologies for electronic design engineers & the newest products for your newest designs, appliances, electrical, & electronics manufacturing, maker community support, medical devices, optical sensors, led lighting components, multimeters, terminals, reference designs, inductors, rf and microwave components, design calculators, bulk purchasing, educational content, sensor modules for iot, analog ics, leds, medical electronics, aerospace, inventory management, electrical components, high-temperature electronics, resistors, automation and control, evaluation boards, industrial equipment, embedded computing modules, design resources, power management, services, electronics distribution, test and measurement, relays, embedded solutions, industry sectors, rapid prototyping supplies, electronic components, engineering support, automotive ev components, supply chain logistics for electronics, manufacturers, industrial automation, global electronic component distribution, application notes, global shipping, high-speed data converters, industrial automation components, custom component sourcing, sensors, automotive electronics supply, innovation support, cables, power management ics, electronics design tools, telecommunications, other electronic parts and equipment merchant wholesalers, just-in-time delivery, medical instrumentation components, high-reliability aerospace parts, automotive electronics, electromechanical devices, telecommunications networking parts, aerospace & defense, supply chain, design engineers, prototyping components, connectors, oscilloscopes, supply chain management, microcontrollers, development kits for iot, new product introductions, early access to new technologies, aerospace components, logistics, power supplies, technical datasheets, fans, development kits, distributor, optoelectronics, circuit protection, supply chain solutions, customer engagement, capacitors, semiconductors, soldering equipment, transformers, customer service, automotive, industrial control devices, e-commerce, b2b, product comparison, rapid delivery, motors, display technology, mobile app, parametric search, product catalog, microprocessors, education, manufacturing, distribution, transportation & logistics, electrical/electronic manufacturing, mechanical or industrial engineering, hospital & health care, hardware, logistics & supply chain, consumer internet, consumers, internet, information technology & services",4000,Mansfield,Texas,United States,76063,1000 North Main Street,1964,4B,http://www.linkedin.com/company/mouser-electronics,https://twitter.com/mouserelec,https://facebook.com/mouserelectronics,
Profab Electronics | Your PCB Assembly and EMS Partner,http://www.profabelectronics.com,+1 954-917-1998,electrical/electronic manufacturing,electrical/electronic manufacturing,"electronic manufacturing services, design for manufacturing, surface mount assembly, automation, quick turn production, volume production, smt assembly, electronics contract manufacturing, computers & electronics manufacturing, automated soldering, process automation, as9100, defense industry, electronics manufacturing, surface mount technology, automated inspection, material management, supply chain management, new product introduction, electronics manufacturing services, medical devices, production manufacturing, industry certifications, b2b, manufacturing software, robotic inventory, quality control, iso 9001, semiconductor and other electronic component manufacturing, services, pcb assembly, supply chain insight, ipc training, prototype pcb, aerospace, wireless communications, government, healthcare, wireless, defense, industrial, certifications, manufacturing, volume_production, prototype_services, electrical/electronic manufacturing, mechanical or industrial engineering, logistics & supply chain, hospital & health care, health care, health, wellness & fitness, telecommunications",31,Pompano Beach,Florida,United States,33069,2855 W McNab Rd,1993,29.2M,http://www.linkedin.com/company/profabelectronics,,https://facebook.com/profabelectronics,
Stinger,http://www.stingerdrive.com,+1 727-572-9255,electrical/electronic manufacturing,electrical/electronic manufacturing,"computers & electronics manufacturing, electrical/electronic manufacturing, mechanical or industrial engineering",180,Saint Petersburg,Florida,United States,33702-2429,9620 Executive Center Dr N,1987,7.4M,http://www.linkedin.com/company/stinger-drive,,https://www.facebook.com/StingerDriveOfficial/,
Omron Electronic Components- Americas,,+1 925-245-3400,electrical/electronic manufacturing,electrical/electronic manufacturing,"appliances, electrical, & electronics manufacturing, electrical/electronic manufacturing, mechanical or industrial engineering",160,Hoffman Estates,Illinois,United States,60010,2895 Greenspoint Parkway,1933,,http://www.linkedin.com/company/omron-electronic-components-americas,,,
KIB Electronics,http://www.kib.us,+1 800-250-7051,electrical/electronic manufacturing,electrical/electronic manufacturing,"electronics design, pcb assembly, embedded system design, surface mount technology, pcb manufacturing, appliances, electrical, & electronics manufacturing, electrical/electronic manufacturing, mechanical or industrial engineering",11,Elkhart,Indiana,United States,46514,2504 Jeanwood Dr,1975,,http://www.linkedin.com/company/kib-electronics,,,
Flash Electronics,,,electrical/electronic manufacturing,electrical/electronic manufacturing,"appliances, electrical, & electronics manufacturing, electrical/electronic manufacturing, mechanical or industrial engineering",340,,,United States,,,,,http://www.linkedin.com/company/flash-electronics,,,
SparkFun Electronics,http://www.sparkfun.com,+1 303-284-0979,electrical/electronic manufacturing,electrical/electronic manufacturing,"open source, gps, hardware, circuit boards, edtech, sensors, iot, automation, bluetooth, ai, machine learning, wifi, arduino, python, micropython, prototyping, r, d, raspberry pi, microbit, lidar, appliances, electrical, & electronics manufacturing, platform compatibility, electronics community, prototyping kits, prototyping platforms, open source platform, diy electronics, d2c, maker education, electronics design files, open source schematics, arduino compatible, electronics manufacturing services, development kits, electronics components, open-source hardware, open source hardware association, electronics education, rapid prototyping, electronics design resources, github repositories, b2c, electronics hardware platform, prototyping and development, electronics hobbyist, electronics manufacturing, electronics innovation, open source hardware movement, electronics kits, maker community support, maker education resources, online retail, electronics education kits, electronics tutorials, open source design files, open source hardware standards, 3d printing, electronics for education, electronics projects, electronics community platform, educational resources, electronics open source, electronics project kits, electronics project support, open source electronics, electronics development kits, community engagement, electronics development tools, open source hardware design, educational electronics, electronics for learning, electronics community projects, computer and peripheral equipment manufacturing, e-commerce, electronics community engagement, innovation, customer service, electronics community collaboration, microcontrollers, educational services, microcontroller development boards, sensor modules, hardware documentation, retail, open hardware design, robotics, electronics hardware design, electronics prototyping tools, sensor integration, cnc, maker community, rapid prototyping hardware, electronics community support, hardware design, electronics development, electronics project tutorials, electronics prototyping, raspberry pi accessories, qwiic, micromod, gnss, rtk, fpga, power management, gnss receiver, development boards, single board computers, embedded systems, e-textiles, sewable electronics, custom kits, audio boards, smart sensors, data logging, data processing, high precision, wireless iot, diy projects, educational kits, technical assistance, community support, product tutorials, order tracking, fast shipping, international shipping, open source hardware, soldering tools, hand tools, leds, illumination, movement sensors, biofeedback, environmental sensors, capacitive sensors, education, manufacturing, consumer products & retail, computer software, information technology & services, e-learning, internet, education management, artificial intelligence, electrical/electronic manufacturing, mechanical or industrial engineering, consumer internet, consumers, semiconductors, printing, embedded hardware & software",140,Niwot,Colorado,United States,80503,6333 Dry Creek Parkway,2003,30M,http://www.linkedin.com/company/sparkfun-electronics,https://twitter.com/sparkfun,https://www.facebook.com/SparkFun,
Quality Concepts Manufacturing Inc,http://www.qcmi.com,+1 719-574-1013,electrical/electronic manufacturing,"electrical/electronic manufacturing, mechanical or industrial engineering","electromechanical, electrical, electronic contract manufacturing, mechanical assembly, united states contract manufacturing colorado, electronic assembly, contract manufacturing, assembled in the us, ems, appliances, electrical, & electronics manufacturing, product verification, quality assurance, all other miscellaneous manufacturing, turnkey manufacturing, customer partnership, box build, electrical testing, manufacturing, electronics manufacturing, b2b, third-party repair, ship direct to end user, enclosure design, pcb assembly, cable assembly, manufacturing services, cable design, material documentation, services, reliability, warranty repair, on-time delivery, product documentation, mechanical or industrial engineering, electrical/electronic manufacturing",5,Colorado Springs,Colorado,United States,80916,1635 S Murray Blvd,1988,,http://www.linkedin.com/company/quality-concepts-manufacturing-inc,,,
Hisense USA,,,electrical/electronic manufacturing,"electrical/electronic manufacturing, consumer electronics","consumer electronics, home appliances, air care products, computers & electronics manufacturing, consumers, hardware, electrical/electronic manufacturing, mechanical or industrial engineering",340,Suwanee,Georgia,United States,30024,7310 McGinnis Ferry Rd,2001,,http://www.linkedin.com/company/hisense-usa,,https://www.facebook.com/hisenseua/,
DS Solutions Ltd.,http://www.dsslimited.us,,electrical/electronic manufacturing,"electrical/electronic manufacturing, mechanical or industrial engineering","manufacturers representative, printed circuit boards, electronic manufacturing services, custom magnetics & transformer mfg, contract manufacturing, b2b, custom cable & harness mfg, electronic component distribution, highreliability component testing, sales & marketing, custom display solutions, appliances, electrical, & electronics manufacturing, mechanical or industrial engineering, electrical/electronic manufacturing",3,Eureka Springs,Arkansas,United States,72631,,2007,,http://www.linkedin.com/company/dss-limited,,,
Juelz EMS,http://www.juelzems.com,+1 781-852-0127,electrical/electronic manufacturing,"electrical/electronic manufacturing, mechanical or industrial engineering","through hole technology, assembly, contract manufacturing, parts procurment, surface mount technology, electronics manufacturing services, supply chain, appliances, electrical, & electronics manufacturing, project management, industry experience, prototyping support, services, small business support, circuit board assembly, supply chain management, electronics industry history, electrical engineering, manufacturing support services, personalized project support, custom circuit assembly, electronics prototyping, support for overlooked customers, manufacturing partnerships, startup manufacturing, regulatory compliance, electronics manufacturing, low volume production, massachusetts electronics, manufacturing, manufacturing support, electronics industry, b2b, electronics industry support, small batch manufacturing, all other miscellaneous manufacturing, inventory management, pcb assembly, mechanical or industrial engineering, electrical/electronic manufacturing, productivity, logistics & supply chain",1,Georgetown,Massachusetts,United States,01833-1841,124 Jewett St,2023,,http://www.linkedin.com/company/juelz-ems,,,
Vexos,http://www.vexos.com,+1 855-711-3227,electrical/electronic manufacturing,electrical/electronic manufacturing,"ems services, electro mechanical components, npi, custom tooling, pcb assembly, dfm, dft, full box builds, custom material solutions, third party logistics, prototyping, value engineering services, metal fabrication, pcb fabrication, global supply management, plastic injection molded, cable assembly, component obsolescence management, pcba, test, vietnam manufacturing services, canada manufacturing services, usa manufacturing services, china manufacturing services, appliances, electrical, & electronics manufacturing, design for manufacturing, new product introduction (npi), electronics manufacturing, aerospace and defense manufacturing, end-to-end solutions, manufacturing footprint, supply chain management, electronics assembly, electronics manufacturing services, iso 13485:2016, industrial equipment manufacturing, rapid prototyping, industrial equipment, medical devices, advanced engineering services (dfx), mechanical and electronic product manufacturing, reverse logistics, supply chain solutions, cms, automotive, customer-centric approach, iso 9001:2015, component sourcing, supply chain optimization, b2b, product lifecycle support, printed circuit boards, medical electronics manufacturing, iatf 16949:2016, high-mix, high-complexity production, aerospace & defense, global manufacturing footprint, steady state production, manufacturing automation, custom material development, ems, semiconductor and other electronic component manufacturing, quality certifications, services, consulting, quality management, global facilities, prototype development, quality assurance, turnkey manufacturing, hybrid manufacturing solutions, regulatory compliance, oems, electromechanical components, healthcare, manufacturing, distribution, electrical/electronic manufacturing, mechanical or industrial engineering, logistics & supply chain, hospital & health care, health care, health, wellness & fitness",350,New York,New York,United States,10165-0001,60 E 42nd St,2014,250M,http://www.linkedin.com/company/vexos,https://twitter.com/vexosteam,https://facebook.com/VexosContractManufacturing,
Flex,http://www.flex.com,+1 656-876-9899,electrical/electronic manufacturing,"electrical/electronic manufacturing, computer hardware, mechanical or industrial engineering","design, manufacturing, logistics, valueadd services, electronics, automotive, npi, consumer digital, industrial, emerging, infrastructure, medical, server, storage, networking, ems, communications, supply chain, renewable energy, lifestyle, technology, digital supply chain, healthcare, data centers, cloud solution provider, telecommunications, energy management, power supply, electrical products, appliances, electrical, & electronics manufacturing, semiconductors, power electronics, embedded power modules, critical power, components, sustainable practices, printed electronics, electronics manufacturing, sustainability, embedded power, critical power busway, mechanical components, design & engineering, custom power solutions, critical power for hyperscale data centers, power and heat management in data centers, product lifecycle management, power shelf systems for nvidia ai, autonomous vehicle power modules, rack solutions, coolant distribution units, custom power enclosures, circular economy, silicon carbide sensing solutions, data center infrastructure, b2b, high-performance power modules, custom enclosures, thermal management, automation, distribution, power modules, supply chain resilience in tech manufacturing, power electronics for electric vehicles, semiconductor components, manufacturing innovation, global manufacturing footprint, logistics services, flexible circuits, circular economy in electronics, power management, consumer electronics, cold plates, next-generation automotive power systems, motion interfaces, compute platforms, component manufacturing, ai infrastructure power solutions, high efficiency power supplies, next-gen data center racks, silicon carbide in ev systems, supply chain resilience, smart liquid cooling solutions, thermal control for high tdp components, modular power systems, power management for cloud computing, cooling solutions, power and cooling integration, healthcare devices, autonomous vehicle compute platforms, data center solutions, sustainable electronics manufacturing, supply chain management, cloud infrastructure, liquid cooling systems, design & engineering services, power supplies, automotive solutions, liquid cooling, 800 vdc power architectures, value-added logistics, flex circuits, interconnects, automotive components, advanced manufacturing, power distribution units (pdus) for high power, energy & utilities, product lifecycle, high-density rack cooling, lifecycle services, innovation, hybrid cooling, advanced manufacturing for electronics, customer experience, industrial automation, switchgear, modular power management systems, aftermarket services, reverse logistics, thermal control, automotive power electronics, services, product design, risk management, flexible printed circuits for automotive, medical equipment and supplies manufacturing, advanced manufacturing technologies, liquid cooling for ai data centers, motion and interfaces, consulting, field services, transportation & logistics, supply chain solutions, post-production services, post-sale logistics, cloud computing solutions, automotive technology, custom enclosure designs, power management solutions, engineering services, integrated manufacturing, ai infrastructure, 5g network solutions, compute and storage solutions, electrification, digital power solutions, optical network systems, modular compute platforms, high-density computing, battery management systems, automotive design expertise, hardware integration services, network infrastructure, smart manufacturing, next-generation mobility, innovative product design, end-to-end lifecycle services, oem partnerships, data center cooling solutions, distribution services, quality certification, mass production capabilities, risk mitigation strategies, technology and logistics, high-performance computing, automated manufacturing technologies, sustainability practices, collaboration across industries, cross-industry technology, research and development, telecommunications solutions, integrated rack solutions, fiber optic systems, next-gen automotive solutions, connected healthcare innovations, mechanical or industrial engineering, computer hardware, hardware, clean energy & technology, environmental services, renewables & environment, health care, health, wellness & fitness, hospital & health care, internet service providers, information technology & services, oil & energy, electrical/electronic manufacturing, consumers, logistics & supply chain, enterprise software, enterprises, computer software, internet infrastructure, internet, computer & network security, research & development",148000,Austin,Texas,United States,78759-2314,12455 Research Blvd,1969,25.8B,http://www.linkedin.com/company/flexintl,https://twitter.com/flexintl,https://www.facebook.com/FlexCorporate/,FLEX
LEOTEK Electronics USA LLC,,+1 408-518-8128,electrical/electronic manufacturing,electrical/electronic manufacturing,"led lighting for general illumination, led railroad & transit signals, led lighting for national accounts, led traffic & pedestrian signals, led lighting for cstores & petroleum stations, led street & area lighting, appliances, electrical, & electronics manufacturing, electrical/electronic manufacturing, mechanical or industrial engineering",63,San Jose,California,United States,95131,1955 Lundy Ave,1992,,http://www.linkedin.com/company/leotek-electronics-usa-corp,,,
PLP,http://www.plp.com,+1 440-461-5200,electrical/electronic manufacturing,electrical/electronic manufacturing,"water sewer pipeline comm & power line construction, industrials, appliances, electrical, & electronics manufacturing, electrical/electronic manufacturing, mechanical or industrial engineering",3500,Cleveland,Ohio,United States,44143-2355,660 Beta Dr,1947,663.3M,http://www.linkedin.com/company/plp,https://twitter.com/PreformedCo,https://www.facebook.com/preformedlineproducts/,PLPC
EMS World,http://www.emsworld.com,+1 800-827-8009,public safety,public safety,"emergency medical services, public safety, mobile integrated healthcare, ems community development, ems community worldwide, ems decision-makers, medical equipment, ems professionals, ems community education, healthcare analytics, ems community outreach, ems community resources, clinical guidelines, ems magazine, education, ems standards, ems community support, ems community engagement, ems community, community networking, ems community training, ems resources, ems industry, industry collaboration, services, industry insights, online publications, regulatory content, ems training, medical technology, networking opportunities, healthcare services, ems community networking, industry training, professional development, industry growth, medical directors, industry development, industry outreach, digital health, healthcare, publications, industry engagement, regulatory updates, digital platforms, ems networking, ems innovation, clinical, management, and regulatory content, industry standards, management content, industry conferences, industry-leading events, digital communication tools, industry innovation, ems education, content and resources, industry support, ems event management, ems community growth, ems education and training, ems industry insights, industry resources, educational materials, continuing education, industry education, online learning, digital platforms for ems, industry communication, clinical content, professional networking, event management systems, healthcare technology, ems community collaboration, ems content, ems expo, b2b, industry events, prehospital care, training programs, web search portals, libraries, archives, and other information services, ems professionals worldwide, industry-leading content, ems events, health care, health, wellness & fitness, hospital & health care, information technology & services, education management, e-learning, internet, computer software",65,Malvern,Pennsylvania,United States,19355,70 E Swedesford Rd,1972,4.5M,http://www.linkedin.com/company/emsworldofcl,https://twitter.com/EMSWorldNews?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://facebook.com/EMSWorldFans,
Honeywell,http://www.honeywell.com,+1 704-627-6200,electrical/electronic manufacturing,electrical/electronic manufacturing,"aerospace, industrials, appliances, electrical, & electronics manufacturing, manufacturing, software development, hazard detection sensors, aerospace systems, data centers, big data analytics, ai-driven process optimization, predictive analytics, predictive analytics for manufacturing, industrial process control, blockchain, smart sensors, warehouse automation, fire detection systems, asset performance management, building automation, energy transition, ai and machine learning, electrification of aircraft, utilities, medical device safety technology, retail, digital twin for manufacturing, emerging tech investments, digital transformation, advanced sensors, warehouse & logistics, gas detection, industrial machinery manufacturing, cloud computing, asset tracking, regulatory compliance solutions, asset management, digital twin technology, industrial automation in oil & gas, medical equipment safety, software as a service, machine learning, cybersecurity solutions, ai, iot platforms, digital solutions, smart energy, smart grid technology, energy management systems, software platform, ai-enabled applications, automation, services, sensor technology, government, big data, patented technologies, cybersecurity for ot, quantum computing, industrial iot, gas detection systems, industrial iot platforms, data security, automated safety compliance, sustainable solutions, sustainable manufacturing, next-gen fire safety, b2b, industrial automation, life sciences, fire safety, aircraft systems, performance materials, system integration, cybersecurity for critical infrastructure, cloud security, sustainable energy solutions, aircraft health monitoring, smart building solutions, data analytics, industrial cybersecurity, security automation, regulatory compliance, iot integration, advanced air mobility, environmental monitoring, decarbonization solutions, aircraft avionics, sustainable chemical manufacturing, healthcare, sensors, safety solutions, advanced sensors and detection, advanced materials for aerospace, hardware solutions, energy efficiency, industrial safety, operational efficiency, energy grid management, operational analytics, building management systems, consulting, automation software, energy grid resilience, smart energy grids, energy management, cybersecurity, building control systems, air travel safety, carbon neutrality initiatives, remote monitoring, digital twin, remote asset management, iot, fleet management, sustainability, data analytics platforms, industrial safety equipment, safety and productivity solutions, digital industrial platforms, smart city infrastructure, predictive maintenance, enterprise software, energy storage, cloud services, robotics, supply chain, green energy solutions, aerospace technologies, energy solutions, healthcare solutions, life sciences innovations, logistics and warehousing, retail technologies, utilities management, honeywell forge, carbon capture, smart buildings, health and safety technologies, machine learning in automation, iot solutions, emission management, advanced process controls, cloud-based analytics, real-time data monitoring, building performance optimization, workforce safety, environmental compliance, voice-directed work, barcode scanning technologies, multi-point surveillance, virtual and remote support, enhanced air quality solutions, energy efficient refrigerants, sensing technologies, medical equipment support, resiliency and reliability, waste reduction technologies, energy storage solutions, renewable energy integration, automated material handling, digital supply chain solutions, retail workforce productivity, cloud software integration, ai-driven insights, distribution, construction, electrical/electronic manufacturing, mechanical or industrial engineering, information technology & services, internet service providers, enterprises, computer software, saas, artificial intelligence, computer & network security, health care, health, wellness & fitness, hospital & health care, hardware, environmental services, renewables & environment, oil & energy",102000,Charlotte,North Carolina,United States,28202-1517,855 S Mint St,1885,38.5B,http://www.linkedin.com/company/honeywell,https://twitter.com/honeywell,https://www.facebook.com/Honeywell/,HON
Fleetwood Electronics,http://www.fleetwoodelectronics.com,+1 800-257-6390,electrical/electronic manufacturing,electrical/electronic manufacturing,"design for supply chain, ultrawide band, test development, complex final assembly, electronics contract manufacturing, rf design, electronics manufacturing services, electronics box build, bluetooth design, high volume electronics manufacturing, wearable electronics, low power consumption designs, battery powered electronics, 3d prototyping, electronics housing design, new product development, appliances, electrical, & electronics manufacturing, electrical/electronic manufacturing, mechanical or industrial engineering",11,Holland,Michigan,United States,49424,11832 James St,1956,29.0M,http://www.linkedin.com/company/fleetwood-electronics,,,
Fujikura Automotive America,,+44 20 8240 2000,electrical/electronic manufacturing,electrical/electronic manufacturing,"appliances, electrical, & electronics manufacturing, electrical/electronic manufacturing, mechanical or industrial engineering",1200,Southfield,Michigan,United States,48076-4204,26555 Evergreen Rd,2005,,http://www.linkedin.com/company/fujikura-automotive-america-llc,,,
"Pine Electronics, Inc.",http://www.pineelectronics.com,+1 724-458-6391,electrical/electronic manufacturing,electrical/electronic manufacturing,"box build assembly services, electromechanical assembly services, cable assembly services, custom pcb assembly manufacturing, lowvolume pcb assemblies, pcb assembly contract manufacturing, appliances, electrical, & electronics manufacturing, mass transit electronics, low to medium volume production, electromechanical solutions, semiconductor and other electronic component manufacturing, pcb assembly, manufacturing, through-hole assembly, box build assembly, cable manufacturing, transportation & logistics, engineering collaboration, services, electronics manufacturing services, industrial equipment, industrial equipment pcb, distribution, contract manufacturing, quality assurance, mining equipment electronics, wire harness, electromechanical integration, railway control systems, b2b, customer service, electromechanical assembly, surface mount technology, customization, transportation_logistics, electrical/electronic manufacturing, mechanical or industrial engineering",14,Grove City,Pennsylvania,United States,16127,101 Industrial Dr,1962,,http://www.linkedin.com/company/pineelectronics,,,
ADAC Electronics,http://www.ebwe.com,+1 616-786-0575,electrical/electronic manufacturing,electrical/electronic manufacturing,"printed circuit board assembly, led lighting, printed circuit board assembly led, product engineering design, automotive electronics, appliances, electrical, & electronics manufacturing, electrical/electronic manufacturing, mechanical or industrial engineering",62,Holland,Michigan,United States,49424,13110 Ransom Street,1992,44M,http://www.linkedin.com/company/adac-electronics,,https://facebook.com/ebwe1/?ref=page_internal,
Emerson Commercial & Residential Solutions,,+1 208-377-9555,electrical/electronic manufacturing,"electrical/electronic manufacturing, facilities services","we provide sustainable methods to protect the food we eat, we enable reliable comfort for where we live, work, we enable efficiency for building systems, contractor worldwide, we are a trusted steward, partner of the industries in which we participate, appliances, electrical, & electronics manufacturing, electrical/electronic manufacturing, mechanical or industrial engineering",4200,St. Louis,Missouri,United States,,,1890,112M,http://www.linkedin.com/company/emerson-commercial-&-residential-solutions,,,
Tempo Automation,http://www.tempoautomation.com,+1 415-320-1261,electrical/electronic manufacturing,"electrical/electronic manufacturing, mechanical or industrial engineering, consumer electronics","electronics manufacturing, pcb assembly, aerospace, automotive, iot, medical devices, consumer electronics, manufacturing automation, printed circuit boards, manufacturing, robotics, hardware, industrial automation, information technology, industrial machinery/components, technology, appliances, electrical, & electronics manufacturing, circuit board manufacturing, hardware development, electronic design automation, prototype circuit boards, electronic hardware development, custom circuit boards, electronic prototyping, digital manufacturing, custom pcb production, fast turnaround, electronic manufacturing, semiconductor and other electronic component manufacturing, software-driven prototyping, on-demand circuit board production, on-demand pcb services, rapid pcb fabrication, custom electronics manufacturing, pcb design integration, software-powered manufacturing, rapid prototyping, saas, b2b, hospital & health care, consumers, mechanical or industrial engineering, information technology & services, electrical/electronic manufacturing, computer software",74,San Francisco,California,United States,94103,2460 Alameda Street,2013,12M,http://www.linkedin.com/company/tempo-automation,https://twitter.com/tempoautomation,https://www.facebook.com/tempo.automation/,TMPO
